reference_joconde,titre_joconde,artiste,musee,numero_inventaire,numero_planche,etat,fichier,licence,credit,auteur_image,source,raisons
M0537039163,CUISINES ROULANTES : HALTE-DÉJEUNER (titre inscrit),louis-morinet,musée de l'image,2010.5.5465 B,17,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039148,LES ZEPPELINS SUR PARIS (titre inscrit),louis-morinet,musée de l'image,2010.5.5451 B,1,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039174,PRÉPARATION MILITAIRE Les Eclaireurs de France / 'BOY-SCOUTS' (titre inscrit),louis-morinet,musée de l'image,2010.5.5476 B,5,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (5) : l'exemplaire visé serait indéterminé
M0537039183,ITALIENS BERSAGLIERS / ET CHASSEURS ALPINS COMBATTANT DANS LE TRENTIN (titre inscrit),louis-morinet,musée de l'image,2010.5.5484 B,7,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039085,AUTOUR D'UN POSTE DE SECOURS / AMÉRICAIN (titre inscrit),louis-morinet,musée de l'image,2010.5.920 B,774,refusee,,,,,Wikimedia Commons,le musée conserve 6 notices de ce titre et de ce numéro (774) : l'exemplaire visé serait indéterminé
M0537039175,CONVOI DE PRISONNIERS BOCHES (titre inscrit),louis-morinet,musée de l'image,2010.5.5477 B,7,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039151,UN CAMP HINDOU (titre inscrit),louis-morinet,musée de l'image,2010.5.5454 B,4,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (4) : l'exemplaire visé serait indéterminé
M0537039189,UNE AMBULANCE SUR LE FRONT (titre inscrit),louis-morinet,musée de l'image,2010.5.5490 B,14,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (14) : l'exemplaire visé serait indéterminé
M0537039155,LE KRONPRINZ / LE PANTIN / BOCHE (titre inscrit),louis-morinet,musée de l'image,2010.5.5457 B,8,refusee,,,,,Wikimedia Commons,le musée conserve 4 notices de ce titre et de ce numéro (8) : l'exemplaire visé serait indéterminé
M0537039158,LES GAZ ASPHYXIANTS (titre inscrit),louis-morinet,musée de l'image,2010.5.5460 B,11,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (11) : l'exemplaire visé serait indéterminé
M0537039193,TÊTES DE BOCHES (titre inscrit),louis-morinet,musée de l'image,2010.5.5494 B,23,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (23) : l'exemplaire visé serait indéterminé
M0537039076,ARRIVÉE DES AMÉRICAINS / EN FRANCE / HYMNE NATIONAL & ARMES / DES ÉTATS-UNIS (titre inscrit),louis-morinet,musée de l'image,2010.5.911 B,769,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (769) : l'exemplaire visé serait indéterminé
M0537039191,SON VIEUX BON DIEU EN 5 PERSONNES / A BASCULE ou plutôt à ... BOUSCULE !... Ainsi soit-il ! (titre inscrit),louis-morinet,musée de l'image,2010.5.5492 B,16,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (16) : l'exemplaire visé serait indéterminé
M0537039176,LA GARDE-ROBE DU KAISER (titre inscrit),louis-morinet,musée de l'image,2010.5.5478 B,1,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039237,LE LOTO NATIONAL / 1914 - DANS LA GRANDE GUERRE - 1918 / DE GRANDS CHEFS FRANÇAIS (titre inscrit),louis-morinet,musée de l'image,2010.5.5538 B,1718,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (1718) : l'exemplaire visé serait indéterminé
M0537039178,LES FRANÇAIS EN ALSACE (titre inscrit),louis-morinet,musée de l'image,2010.5.5480 B,3,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039182,SUR LE FRONT : Les POILUS de 1914-1915 (titre inscrit),louis-morinet,musée de l'image,2010.5.5483 B,6,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039235,UN VRAI / MONSTRE / LE 'TANK' BRITANNIQUE dit : ' CRÊME / DE MENTHE ' /  qu'aucun obstacle ne peut arrêter et qui broie tout (titre inscrit),louis-morinet,musée de l'image,2010.5.5536 B,2051,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039162,FOURS ROULANTS / BOULANGERIE MILITAIRE / SUR LE FRONT (titre inscrit),louis-morinet,musée de l'image,2010.5.5464 B,16,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039152,TABLEAUX HUMORISTIQUES / à animer à l'aide des doigts (titre inscrit),louis-morinet,musée de l'image,2010.5.5455 B,5,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (5) : l'exemplaire visé serait indéterminé
M0537039186,LE CARROUSEL DES PETITS ALLIÉS (titre inscrit),louis-morinet,musée de l'image,2010.5.5487 B,10,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (10) : l'exemplaire visé serait indéterminé
M0537039190,UNE SALLE D'AMBULANCE / DE LA CROIX-ROUGE (titre inscrit),louis-morinet,musée de l'image,2010.5.5491 B,15,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (15) : l'exemplaire visé serait indéterminé
M0537039164,PETITS ENNEMIS EN ROBES COURTES / à opposer bonne contre mauvaise graine (titre inscrit),louis-morinet,musée de l'image,2010.5.5466 B,18,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039150,LA MAISON DU PASSEUR / MODESTE DEMEURE / DÉSORMAIS CÉLÈBRE (titre inscrit),louis-morinet,musée de l'image,2010.5.5453 B,3,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (3) : l'exemplaire visé serait indéterminé
M0537039187,UNE ATTAQUE À LA BAÏONNETTE (titre inscrit),louis-morinet,musée de l'image,2010.5.5488 B,12,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (12) : l'exemplaire visé serait indéterminé
M0537039171,CAMBRIOLAGE MILITAIRE / LES DÉMÉNAGEURS (ASPECT SIMPLE) (titre inscrit),louis-morinet,musée de l'image,2010.5.5473 B,2,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2) : l'exemplaire visé serait indéterminé
M0537039172,LES PETITS POILUS DE LA CLASSE 1935 (ASPECT / SIMPLE) (titre inscrit),louis-morinet,musée de l'image,2010.5.5474 B,3,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (3) : l'exemplaire visé serait indéterminé
M0537039192,Le POILU-TYPE (titre inscrit),louis-morinet,musée de l'image,2010.5.5493 B,17,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (17) : l'exemplaire visé serait indéterminé
M0537039084,AUTOUR D'UN POSTE DE SECOURS / AMÉRICAIN (titre inscrit),louis-morinet,musée de l'image,2010.5.919 B,774,refusee,,,,,Wikimedia Commons,le musée conserve 6 notices de ce titre et de ce numéro (774) : l'exemplaire visé serait indéterminé
M0537039156,KAMERAD ! (titre inscrit),louis-morinet,musée de l'image,2010.5.5458 B,9,refusee,,,,,Wikimedia Commons,titre trop court ou trop commun pour être probant
M0537039161,BARAQUEMENTS ANGLAIS / A L'ARRIÈRE DU FRONT (titre inscrit),louis-morinet,musée de l'image,2010.5.5463 B,15,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (15) : l'exemplaire visé serait indéterminé
M0537039165,JEU DE MARELLE FRANCO - BRITANNIQUE (titre inscrit),louis-morinet,musée de l'image,2010.5.5467 B,1709,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537039236,GRAINES DE POILUS (titre inscrit),louis-morinet,musée de l'image,2010.5.5537 B,2101,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (2101) : l'exemplaire visé serait indéterminé
M0537039067,"- GUERRE DE 1914 - CONTINGENTS HINDOUS / qui ont pris part, dans les Corps Anglais, aux combats du Nord (titre inscrit)",louis-morinet,musée de l'image,2010.5.753 B,599,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (599) : l'exemplaire visé serait indéterminé
M0537039184,UNE REVUE SUR LE FRONT OÙ LE GÉNÉRAL JOFFRE REMET DES DÉCORATIONS / DEVANT LE PRÉSIDENT DE LA RÉPUBLIQUE ET LE MINISTRE DE LA GUERRE (titre inscrit),louis-morinet,musée de l'image,2010.5.5485 B,8,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (8) : l'exemplaire visé serait indéterminé
M0537039160,A L'ÉTAT-MAJOR DU GÉNÉRAL JOFFRE (titre inscrit),louis-morinet,musée de l'image,2010.5.5462 B,13,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (13) : l'exemplaire visé serait indéterminé
M0537039194,OMBRES HUMORISTIQUES ANIMÉES (titre inscrit),louis-morinet,musée de l'image,2010.5.5495 B,24,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537004358,- INFANTERIE FRANCAISE A LA REVUE - (titre inscrit),louis-morinet,musée de l'image,D 996.1.4206 B,2000,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0537072640,LE BOUQUET NATIONAL / Les Costumes de Melle Lili (titre inscrit),louis-morinet,musée de l'image,2020.17.8 B,86,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (86) : l'exemplaire visé serait indéterminé
M0537072635,UNE SALLE D'AMBULANCE / DE LA CROIX-ROUGE : (titre inscrit),louis-morinet,musée de l'image,2020.17.3 B,15,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (15) : l'exemplaire visé serait indéterminé
M0537072639,MA CANTINE / DRAPEAUX & / TENUES DE GUERRE / DE SIX DES / NATIONS ALLIÉES (titre inscrit),louis-morinet,musée de l'image,2020.17.7 B,80,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (80) : l'exemplaire visé serait indéterminé
M0537072633,LE DOMINO / DES ALLIÉS (titre inscrit),louis-morinet,musée de l'image,2020.17.1 B,4,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (4) : l'exemplaire visé serait indéterminé
M0022071780,"Poupées. Ankleidefiguren. (titre inscrit, français, allemand) ; Poupées. Poupées à habiller. (titre traduit)",rene-ackermann,musée Westercamp,2022.1.3315.0 ; 1036 (n° de lithographie) ; 1910 (n° de pochette),1036,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0022071785,"Poupées. Neue ankleidefiguren. (titre inscrit, français, allemand) ; Poupées. Nouvelles poupées à habiller. (titre traduit)",rene-ackermann,musée Westercamp,2022.1.3317.0 ; 1198 (n° de lithographie) ; 1979 (n° de pochette),1198,refusee,,,,,Wikimedia Commons,numéros de planche différents (1198 contre 1202)
M0022071764,"Poupées à découper. (titre inscrit, français, anglais, allemand, espagnol, italien)",rene-ackermann,musée Westercamp,2022.1.3303.0 ; 1493 (n° de lithographie) ; 6178 (n° de pochette),1493,introuvable,,,,,Wikimedia Commons,aucun fichier du fonds ne porte ce titre
M0022071775,"Poupées à découper. (titre inscrit, français, anglais, allemand, espagnol, italien)",rene-ackermann,musée Westercamp,2022.1.3311.0 ; 1039 (n° de lithographie) ; 6184 (n° de pochette),1039,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (1039) : l'exemplaire visé serait indéterminé
M0022071773,"Poupées à découper. (titre inscrit, français, anglais, allemand, espagnol, italien)",rene-ackermann,musée Westercamp,2022.1.3310.0 ; 1039 (n° de lithographie) ; 1890 (n° de pochette),1039,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (1039) : l'exemplaire visé serait indéterminé
M0022071777,"Poupées à découper. (titre inscrit, français, anglais, allemand, espagnol, italien)",rene-ackermann,musée Westercamp,2022.1.3312 ; 1039 (n° de lithographie) ; 6185 (n° de pochette),1039,refusee,,,,,Wikimedia Commons,le musée conserve 3 notices de ce titre et de ce numéro (1039) : l'exemplaire visé serait indéterminé
M0022071779,"Neue Ankleidefiguren. (titre inscrit, allemand) ; Nouvelles poupées à habiller. (titre traduit)",rene-ackermann,musée Westercamp,2022.1.3314.0 ; 1037 (n° de lithographie) ; 6186 (n° de pochette),1037,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (1037) : l'exemplaire visé serait indéterminé
M0022071778,"Neue Ankleidefiguren.. (titre inscrit, allemand) ; Nouvelles poupées à habiller. (titre traduit)",rene-ackermann,musée Westercamp,2022.1.3313 ; 1037 (n° de lithographie) ; 1906 (n° de pochette),1037,refusee,,,,,Wikimedia Commons,le musée conserve 2 notices de ce titre et de ce numéro (1037) : l'exemplaire visé serait indéterminé
